Metabolite	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
8mdcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
8mnonACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8mtdec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
8mtnon2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9m3hdcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
9m3odcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
9mdcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
9mtdec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
ACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	11.48785497	0	0	0	0	0	0
CE5656[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC01104[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC01651[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC01652[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HC01710[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Largn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N1aspmd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGP[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.108008791	0	0	0	0	0	0
PGPm1[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.108008791	0	0	0	0	0	0
Ser_Thr[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ser_Thr[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_antigen[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_antigen[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tn_antigen[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tn_antigen[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aacald[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac[c]	0	0	0	0	0	0	0	0	0	0	0	0	-0.168894966	0	0	0	0	0	0
ac[p]	0	0	0	0	0	0	0	0	0	0	0	0	-142.2773171	0	0	0	0	0	0
ac[u]	0	0	0	0	0	0	0	0	0	0	0	0	-142.2773171	0	0	0	0	0	0
acac[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acald[c]	0	0	0	0	0	0	0	0	0	0	0	0	140.9832532	0	0	0	0	0	0
accoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
acg5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acg5sa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgal6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgal[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgal[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgal[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgam6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.910403326	0	0	0	0	0	0
acgam[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.910403326	0	0	0	0	0	0
acgam[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.910403326	0	0	0	0	0	0
acglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
achms[c]	0	0	0	0	0	0	0	0	0	0	0	0	5.43E-14	0	0	0	0	0	0
acmalt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acmana[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acnam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acnam[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acnam[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acorn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acser[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.518116182	0	0	0	0	0	0
actACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
actp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ade[c]	0	0	0	0	0	0	0	0	0	0	0	0	-1.14E-13	0	0	0	0	0	0
adn[c]	0	0	0	0	0	0	0	0	0	0	0	0	1858.97919	0	0	0	0	0	0
adn[p]	0	0	0	0	0	0	0	0	0	0	0	0	1858.97919	0	0	0	0	0	0
adn[u]	0	0	0	0	0	0	0	0	0	0	0	0	1858.97919	0	0	0	0	0	0
adocbi[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
adocbip[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
adocbl[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
adocbl[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adocbl[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adp[c]	0	0	0	0	0	0	0	0	0	0	0	0	-194.4909956	0	0	0	0	0	0
adphep_DD[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.606701063	0	0	0	0	0	0
adphep_LD[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.606701063	0	0	0	0	0	0
adprib[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agdpcbi[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
agm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ahcys[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.075112944	0	0	0	0	0	0
ahdt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aicar[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.480684029	0	0	0	0	0	0
aihpdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.516584936	0	0	0	0	0	0
aipdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
air[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
akg[c]	0	0	0	0	0	0	0	0	0	0	0	0	-682.6802762	0	0	0	0	0	0
ala_B[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.037556472	0	0	0	0	0	0
ala_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.227512899	0	0	0	0	0	0
ala_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.753392391	0	0	0	0	0	0
alaala[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.151675266	0	0	0	0	0	0
alaasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alac_S[c]	0	0	0	0	0	0	0	0	0	0	0	0	-2000	0	0	0	0	0	0
alagln[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagly[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alahis[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaleu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alathr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpro[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amet[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.11667322	0	0	0	0	0	0
amob[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amopbut_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amp[c]	0	0	0	0	0	0	0	0	0	0	0	0	152.4350844	0	0	0	0	0	0
apoACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
ara5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.75872806	0	0	0	0	0	0
arab_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arab_L[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arab_L[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arabttr[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arabttr[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arg_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.780207783	0	0	0	0	0	0
arg_L[p]	0	0	0	0	0	0	0	0	0	0	0	0	1.49607325	0	0	0	0	0	0
arg_L[u]	0	0	0	0	0	0	0	0	0	0	0	0	1.49607325	0	0	0	0	0	0
argsuc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asn_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.641122092	0	0	0	0	0	0
asp_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	2.423220225	0	0	0	0	0	0
aspsa[c]	0	0	0	0	0	0	0	0	0	0	0	0	-0.793801184	0	0	0	0	0	0
atp[c]	0	0	0	0	0	0	0	0	0	0	0	0	-118.6169878	0	0	0	0	0	0
bamppald[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
biomass[c]	0	0	0	0	0	0	0	0	0	0	0	0	25.2362819	0	0	0	0	0	0
btn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
but2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
butACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca2[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
ca2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
ca2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cbasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbi[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
cbl1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl1[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl1[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl2[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdaihpdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.258292468	0	0	0	0	0	0
cdpdaipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdddecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdhdec9eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdhdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdihdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdihpdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.258292468	0	0	0	0	0	0
cdpdipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpditdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdodec11eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdodecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.258292468	0	0	0	0	0	0
cdpdtdec7eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdtdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellb[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellb[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cgly[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chol[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chols[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chor[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.706463478	0	0	0	0	0	0
chtbs[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cit[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cit[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cit[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
citr_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ckdo[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.75872806	0	0	0	0	0	0
cl[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
cl[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cl[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
clpn140[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpn160[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpn180[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.064457717	0	0	0	0	0	0
clpnai15[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpnai17[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.064457717	0	0	0	0	0	0
clpni14[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpni15[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpni16[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clpni17[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.064457717	0	0	0	0	0	0
cmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.389815747	0	0	0	0	0	0
co2[c]	0	0	0	0	0	0	0	0	0	0	0	0	7.450681292	0	0	0	0	0	0
co2[p]	0	0	0	0	0	0	0	0	0	0	0	0	-1566.200365	0	0	0	0	0	0
co2[u]	0	0	0	0	0	0	0	0	0	0	0	0	-1566.200365	0	0	0	0	0	0
coa[c]	0	0	0	0	0	0	0	0	0	0	0	0	5.145456492	0	0	0	0	0	0
cobalt2[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.022782041	0	0	0	0	0	0
cobalt2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
colipa[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.108008791	0	0	0	0	0	0
core2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core3[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core3[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core4[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core4[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core5[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core5[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core6[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core6[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core7[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core7[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core8[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core8[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cpppg3[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cro4[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cro4[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cro4[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ctp[c]	0	0	0	0	0	0	0	0	0	0	0	0	6.761559753	0	0	0	0	0	0
cu2[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
cu2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cu2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
cys_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.319396604	0	0	0	0	0	0
cyst_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytd[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.98E-14	0	0	0	0	0	0
cytd[p]	0	0	0	0	0	0	0	0	0	0	0	0	-3.389815747	0	0	0	0	0	0
cytd[u]	0	0	0	0	0	0	0	0	0	0	0	0	-3.389815747	0	0	0	0	0	0
dad_2[c]	0	0	0	0	0	0	0	0	0	0	0	0	-1859.016747	0	0	0	0	0	0
dad_2[p]	0	0	0	0	0	0	0	0	0	0	0	0	-1859.016747	0	0	0	0	0	0
dad_2[u]	0	0	0	0	0	0	0	0	0	0	0	0	-1859.016747	0	0	0	0	0	0
dad_5[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dadp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
damp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dann[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
datp[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.087053456	0	0	0	0	0	0
db4p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcamp[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.408965037	0	0	0	0	0	0
dcdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dctp[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.074448721	0	0	0	0	0	0
dcyt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcyt[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcyt[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	7.41312482	0	0	0	0	0	0
ddca[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.46E-14	0	0	0	0	0	0
ddca[p]	0	0	0	0	0	0	0	0	0	0	0	0	-5.895492834	0	0	0	0	0	0
ddca[u]	0	0	0	0	0	0	0	0	0	0	0	0	-5.895492834	0	0	0	0	0	0
dgdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dgmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dgsn[c]	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0
dgsn[p]	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0
dgsn[u]	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0
dgtp[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.074448721	0	0	0	0	0	0
dha[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhap[c]	0	0	0	0	0	0	0	0	0	0	0	0	730.3277823	0	0	0	0	0	0
dhf[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
dhlam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhlpro[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhna[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.037556472	0	0	0	0	0	0
dhnacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhnpt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhor_S[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhpt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhptd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.037556472	0	0	0	0	0	0
din[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
din[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
din[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dmbzid[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
dmlz[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dmpp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.170453502	0	0	0	0	0	0
dnad[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.037556472	0	0	0	0	0	0
dnarep[c]	0	0	0	0	0	0	0	0	0	0	0	0	6.064342317	0	0	0	0	0	0
dpcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.037556472	0	0	0	0	0	0
drib[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dsT_antigen[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dsT_antigen[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dtbt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dtdp4d6dg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.303526397	0	0	0	0	0	0
dtdp4d6dm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.303526397	0	0	0	0	0	0
dtdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.413290993	0	0	0	0	0	0
dtdpglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.303526397	0	0	0	0	0	0
dtdprmn[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.25977199	0	0	0	0	0	0
dtmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
dttp[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.390579854	0	0	0	0	0	0
dump[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
duri[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
duri[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
duri[u]	0	0	0	0	0	0	0	0	0	0	0	0	0.261615728	0	0	0	0	0	0
dutp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dxyl5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.874988518	0	0	0	0	0	0
e4hglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4p[c]	0	0	0	0	0	0	0	0	0	0	0	0	366.0171229	0	0	0	0	0	0
eig3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0.480684029	0	0	0	0	0	0
etha[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1a[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1a[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	364.3106594	0	0	0	0	0	0
fa11[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa12[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa3[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa4[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa6[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fad[c]	0	0	0	0	0	0	0	0	0	0	0	0	-1996.95844	0	0	0	0	0	0
fadh2[c]	0	0	0	0	0	0	0	0	0	0	0	0	-2000	0	0	0	0	0	0
fdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	364.3106594	0	0	0	0	0	0
fdxox[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fdxrd[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe2[c]	0	0	0	0	0	0	0	0	0	0	0	0	3.041560277	0	0	0	0	0	0
fe2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0.018778236	0	0	0	0	0	0
